"name_en","postcode","latitude","longitude"
"Maduragoda","60532","7.57638020","80.54930710"
"Maeliya","60512","7.74752840","80.41596030"
"Magulagama","60221","7.67063750","80.21818860"
"Maha Ambagaswewa","51518","8.20978530","81.03532020"
"Mahagalkadawala","60731","8.05639110","80.28230630"
"Mahagirilla","60479","7.82923540","80.13752990"
"Mahamukalanyaya","60516","7.56265260","80.41874250"
"Mahananneriya","60724","8.00158110","80.18611160"
"Mahapallegama","71063","7.09995240","80.20777840"
"Maharachchimulla","60286","7.34960560","80.20703280"
"Mahatalakolawewa","51506","7.48176950","80.36088760"
"Mahawewa","61220","7.45980540","79.82631690"
"Maho","60600","7.81939470","80.27115880"
"Makulewa","60714","7.99594590","80.34637540"
"Makulpotha","60514","7.74416030","80.44516870"
"Makulwewa","60578","7.60961260","80.36308100"
"Malagane","60404","7.59398170","80.07130310"
"Mandapola","60434","7.63594130","80.10656460"
"Maspotha","60344","7.48176950","80.36088760"
"Mawathagama","60060","7.43690130","80.45378280"
"Medirigiriya","51500","8.13963740","80.96776580"
"Medivawa","60612","7.48176950","80.36088760"
"Meegalawa","60750","8.05271540","80.35472860"
"Meegaswewa","51508","7.80296150","80.37421630"
"Meewellawa","60484","7.75060980","80.11601730"
"Melsiripura","60540","7.64497060","80.50772370"
"Metikumbura","60304","7.48176950","80.36088760"
"Metiyagane","60121","7.39476490","80.19034420"
"Minhettiya","60004","7.58897270","80.30807900"
"Minuwangete","60406","7.50721880","80.34290880"
"Mirihanagama","60408","7.65329280","80.17981590"
"Monnekulama","60495","7.82255920","80.06187430"
"Moragane","60354","7.54678230","80.12750520"
"Moragollagama","60640","7.90662950","80.44099670"
"Morathiha","60038","7.51071560","80.49104700"
"Munamaldeniya","60218","7.54786830","80.05768340"
"Muruthenge","60122","7.43761610","80.14435980"
"Mutugala","51064","7.48818930","80.35037220"
"Nabadewa","60482","7.78161690","80.10423790"
"Nagollagama","60590","7.75351680","80.31467200"
"Nagollagoda","60226","7.56352800","80.04091780"
"Nakkawatta","60186","7.44431430","80.14564960"
"Narammala","60100","7.43251330","80.21539980"
"Nawasenapura","51066","7.48176950","80.36088760"
"Nawatalwatta","60292","7.28334030","80.19236990"
"Nelliya","60549","7.69224710","80.46324500"
"Nikaweratiya","60470","7.75544500","80.11914020"
"Nugagolla","21534","7.48176950","80.36088760"
"Nugawela","20072","7.33397190","80.22376600"
"Padeniya","60461","7.65562250","80.22062870"
"Padiwela","60236","7.54229040","79.98920340"
"Pahalagiribawa","60735","8.11756490","80.19169110"
"Pahamune","60112","7.48098480","80.41225080"
"Palagala","50111","7.94746600","80.52022900"
"Palapathwela","21070","7.53773830","80.62714150"
"Palaviya","61280","7.98124320","79.84648040"
"Pallewela","11150","7.47829810","79.99479560"
"Palukadawala","60704","7.95708350","80.29623850"
"Panadaragama","60348","7.54304430","80.22864590"
"Panagamuwa","60052","7.48991870","80.51883960"
"Panaliya","60312","7.33093560","80.32966640"
"Panapitiya","70152","7.48176950","80.36088760"
"Panliyadda","60558","7.67263930","80.54662290"
"Pansiyagama","60554","7.73521190","80.49686610"
"Parape","71105","7.37257910","80.41493250"
"Pathanewatta","90071","7.48176950","80.36088760"
"Pattiya Watta","20118","7.48176950","80.36088760"
"Perakanatta","21532","7.48176950","80.36088760"
"Periyakadneluwa","60518","7.48176950","80.36088760"
"Pihimbiya Ratmale","60439","7.57682140","80.03313450"
"Pihimbuwa","60053","7.45907940","80.51467130"
"Pilessa","60058","7.46154690","80.41248240"
"Polgahawela","60300","7.32748660","80.29345220"
"Polgolla","20250","7.31642280","80.65211390"
"Polpithigama","60620","7.82115110","80.40622190"
"Pothuhera","60330","7.42167240","80.32966640"
"Pothupitiya","70338","7.35420460","80.17355650"
"Pujapitiya","20112","7.49813340","80.38431860"
"Rakwana","70300","6.46472370","80.61604020"
"Ranorawa","50212","7.60087940","80.21261090"
"Rathukohodigala","20818","7.48176950","80.36088760"
"Ridibendiella","60606","7.48176950","80.36088760"
"Ridigama","60040","7.54963470","80.49137540"
"Saliya Asokapura","60736","8.13469970","80.18879360"
"Sandalankawa","60176","7.31510150","79.95957180"
"Sevanapitiya","51062","7.48176950","80.36088760"
"Sirambiadiya","61312","8.05712610","79.86888370"
"Sirisetagama","60478","7.48176950","80.36088760"
"Siyambalangamuwa","60646","7.52948050","80.34285300"
"Siyambalawewa","32048","7.80422750","80.42987040"
"Solepura","60737","8.15312720","80.15681340"
"Solewewa","60738","8.14705210","80.12890100"
"Sunandapura","60436","7.63659560","80.07235920"
"Talawattegedara","60306","7.48176950","80.36088760"
"Tambutta","60734","8.08740100","80.22655450"
"Tennepanguwa","90072","7.48176950","80.36088760"
"Thalahitimulla","60208","7.43050010","80.00597900"
"Thalakolawewa","60624","7.79492120","80.43404290"
"Thalwita","60572","7.58221730","80.33523640"
"Tharana Udawela","60227","7.56001430","79.99410510"
"Thimbiriyawa","60476","7.74926250","80.14006710"
"Tisogama","60453","7.59055980","79.83209660"
"Thorayaya","60499","7.50874930","80.40684690"
"Tulhiriya","71610","7.27533840","80.22376600"
"Tuntota","71062","7.19318910","80.26506200"
"Tuttiripitigama","60426","7.48176950","80.36088760"
"Udagaldeniya","71113","7.41747560","80.47506200"
"Udahingulwala","20094","7.48176950","80.36088760"
"Udawatta","20722","7.48949470","80.36093070"
"Udubaddawa","60250","7.48529250","79.96753660"
"Udumulla","71521","7.46531670","80.42056820"
"Uhumiya","60094","7.46392420","80.29853450"
"Ulpotha Pallekele","60622","7.82652290","80.43722130"
"Ulpothagama","20965","7.48176950","80.36088760"
"Usgala Siyabmalangamuwa","60732","8.09826450","80.29486960"
"Vijithapura","50110","7.48176950","80.36088760"
"Wadakada","60318","7.39754080","80.26873400"
"Wadumunnegedara","60204","7.39810800","79.97739810"
"Walakumburumulla","60198","7.42540260","80.01558170"
"Wannigama","60465","7.70780050","80.14425400"
"Wannikudawewa","60721","8.03396870","80.21749140"
"Wannilhalagama","60722","7.48176950","80.36088760"
"Wannirasnayakapura","60490","7.48176950","80.36088760"
"Warawewa","60739","8.12049370","80.14564960"
"Wariyapola","60400","7.62391440","80.24331450"
"Watareka","10511","7.39726030","80.43543370"
"Wattegama","20810","7.35033130","80.68124680"
"Watuwatta","60262","7.50830680","79.91728030"
"Weerapokuna","60454","7.65135010","79.98890560"
"Welawa Juncton","60464","7.69012190","80.17453550"
"Welipennagahamulla","60240","7.43131540","79.92757560"
"Wellagala","60402","7.62222220","80.27666670"
"Wellarawa","60456","7.55692210","80.36918790"
"Wellawa","60570","7.56154660","80.36864880"
"Welpalla","60206","7.36547860","79.96123680"
"Wennoruwa","60284","7.38049560","80.21679420"
"Weuda","60080","7.40652540","80.49382670"
"Wewagama","60195","7.42332590","80.10237590"
"Wilgamuwa","21530","7.36099280","80.20536390"
"Yakwila","60202","7.38186900","80.03812320"
"Yatigaloluwa","60314","7.32973050","80.27394580"
"Mannar","41000","8.98097430","79.90441490"
"Puthukudiyiruppu","30158","9.06038940","79.84730910"
"Akuramboda","21142","7.65000000","80.60000000"
"Alawatuwala","60047","7.45765490","80.62425990"
"Alwatta","21004","7.44890800","80.66459730"
"Ambana","21504","7.64766030","80.69233120"
"Aralaganwila","51100","7.78278190","81.18454260"
"Ataragallewa","21512","7.46746500","80.62341610"
"Bambaragaswewa","21212","7.78609140","80.53291660"
"Barawardhana Oya","20967","7.46746500","80.62341610"
"Beligamuwa","21214","7.72737210","80.54974800"
"Damana","32014","7.46746500","80.62341610"
"Dambulla","21100","7.87421700","80.65112870"
"Damminna","51106","7.75023710","81.21673770"
"Dankanda","21032","7.53472880","80.70109270"
"Delwite","60044","7.47097150","80.62306210"
"Devagiriya","21552","7.46746500","80.62341610"
"Dewahuwa","21206","7.84386120","80.57856210"
"Divuldamana","51104","7.46746500","80.62341610"
"Dullewa","21054","7.51442180","80.60077340"
"Dunkolawatta","21046","7.46746500","80.62341610"
"Elkaduwa","21012","7.41723760","80.68401210"
"Erawula Junction","21108","7.46746500","80.62341610"
"Etanawala","21402","7.46746500","80.62341610"
"Galewela","21200","7.75650450","80.57717370"
"Galoya Junction","51375","7.46746500","80.62341610"
"Gammaduwa","21068","7.57022620","80.69709690"
"Gangala Puwakpitiya","21404","7.58824670","80.75496740"
"Hasalaka","20960","7.46802280","80.62482660"
"Hattota Amuna","21514","7.61224780","80.82755060"
"Imbulgolla","21064","7.56681210","80.66692110"
"Inamaluwa","21124","7.92424990","80.68401210"
"Iriyagolla","60045","7.46746500","80.62341610"
"Kaikawala","21066","7.50769890","80.66182340"
"Kalundawa","21112","7.80335460","80.66960340"
"Kandalama","21106","7.88849850","80.71035320"
"Kavudupelella","21072","7.58020770","80.62658080"
"Kibissa","21122","7.93732850","80.72698540"
"Kiwula","21042","7.46347490","80.62644770"
"Kongahawela","21500","7.68975230","80.71589770"
"Laggala Pallegama","21520","7.59653370","80.83678340"
"Leliambe","21008","7.42250790","80.65710080"
"Lenadora","21094","7.75551730","80.66165000"
"Ihala Halmillewa","50262","8.13637740","80.35751280"
"Illukkumbura","21406","7.54413100","80.80178770"
"Madipola","51108","7.67611540","80.58272720"
"Mahawela","21140","7.58014170","80.61138060"
"Mananwatta","21144","7.68458910","80.60216140"
"Maraka","21554","7.58553720","80.96561810"
"Matale","21000","7.46746500","80.62341610"
"Melipitiya","21055","7.46746500","80.62341610"
"Metihakka","21062","7.54009730","80.65322010"
"Millawana","21154","7.64991060","80.57546640"
"Muwandeniya","21044","7.45476490","80.64097640"
"Nalanda","21082","7.66974860","80.64585600"
"Naula","21090","7.70714930","80.65211390"
"Opalgala","21076","7.62489860","80.69371770"
"Pallepola","21152","7.62297620","80.60493740"
"Pimburattewa","51102","7.71855030","81.18852930"
"Pulastigama","51050","8.04219630","81.08098480"
"Ranamuregama","21524","7.50290940","80.83303400"
"Rattota","21400","7.51727300","80.67153170"
"Selagama","21058","7.59204690","80.59404970"
"Sigiriya","21120","7.95410850","80.75469800"
"Sinhagama","51378","7.46746500","80.62341610"
"Sungavila","51052","8.07483740","81.09202180"
"Talagoda Junction","21506","7.70144770","80.76023940"
"Talakiriyagama","21116","7.82531670","80.62089720"
"Tamankaduwa","51089","7.46746500","80.62341610"
"Udasgiriya","21051","7.53517470","80.57023140"
"Udatenna","21006","7.42874250","80.64754180"
"Ukuwela","21300","7.42346230","80.63061030"
"Wahacotte","21160","7.71904370","80.58272720"
"Walawela","21048","7.51971430","80.59799730"
"Wehigala","21009","7.43822650","80.61406850"
"Welangahawatte","21408","7.54980700","80.75424470"
"Wewalawewa","21114","7.46746500","80.62341610"
"Yatawatta","21056","7.56348260","80.58767940"
"Akuressa","81400","6.10013880","80.47595670"
"Alapaladeniya","81475","6.28333300","80.45000000"
"Aparekka","81032","5.99253730","80.61604020"
"Athuraliya","81402","6.06607070","80.50227640"
"Bengamuwa","81614","6.27861390","80.60426390"
"Bopagoda","81412","6.15866160","80.49953120"
"Dampahala","81612","6.27152470","80.64010980"
"Deegala Lenama","81452","6.16598040","80.46164750"
"Deiyandara","81320","6.15256980","80.60285540"
"Denagama","81314","6.11421070","80.66164450"
"Denipitiya","81730","5.98287730","80.45180530"
"Deniyaya","81500","6.34248470","80.55965820"
"Derangala","81454","6.21891180","80.45004250"
"Devinuwara (Dondra)","81160","5.93125530","80.59143310"
"Dikwella","81200","5.97167620","80.69510410"
"Diyagaha","81038","5.98551850","80.57856010"
"Diyalape","81422","6.12295420","80.44655940"
"Gandara","81170","5.93764030","80.61326460"
"Godapitiya","81408","6.08866040","80.47908660"
"Gomilamawarala","81072","6.21009260","80.59228810"
"Hawpe","80132","6.13288520","80.48965710"
"Horapawita","81108","6.10703990","80.58272720"
"Kalubowitiyana","81478","6.31165380","80.39371820"
"Kamburugamuwa","81750","5.94458700","80.49383440"
"Kamburupitiya","81100","6.07791070","80.56328840"
"Karagoda Uyangoda","81082","6.05200090","80.52825870"
"Karaputugala","81106","6.08452960","80.60134030"
"Karatota","81318","6.06412720","80.66600920"
"Kekanadura","81020","5.96375280","80.61326460"
"Kiriweldola","81514","6.37115050","80.53551070"
"Kiriwelkele","81456","6.24224840","80.45073110"
"Kolawenigama","81522","6.32323980","80.50216520"
"Kotapola","81480","6.27797250","80.53967800"
"Lankagama","81526","6.36713720","80.46046430"
"Makandura","81070","6.14192480","80.55634490"
"Maliduwa","81424","6.13543390","80.41047430"
"Maramba","81416","6.14552080","80.48235990"
"Matara","81000","5.94953080","80.53039310"
"Mediripitiya","81524","6.35070950","80.49309040"
"Miella","81312","6.11791320","80.67161110"
"Mirissa","81740","5.94826200","80.47158660"
"Morawaka","81470","6.26528020","80.49104700"
"Mulatiyana Junction","81071","6.16208860","80.58550380"
"Nadugala","81092","5.98136590","80.54971010"
"Naimana","81017","5.96344580","80.56584960"
"Palatuwa","81050","5.97631240","80.51844180"
"Parapamulla","81322","6.15162590","80.62186660"
"Pasgoda","81615","6.24639160","80.60771320"
"Penetiyana","81722","6.04772800","80.44994740"
"Pitabeddara","81450","6.20707730","80.46324500"
"Puhulwella","81290","6.05152880","80.62575390"
"Radawela","81316","7.67275800","80.70937300"
"Ransegoda","81064","6.11862980","80.56415070"
"Rotumba","81074","6.22578800","80.57597720"
"Sultanagoda","81051","5.97724210","80.51099480"
"Telijjawila","81060","6.02508460","80.49591140"
"Thihagoda","81280","6.01333870","80.56600410"
"Urubokka","81600","6.30652970","80.63061030"
"Urugamuwa","81230","6.01007300","80.64795240"
"Urumutta","81414","6.16195980","80.51692520"
"Viharahena","81508","6.38276970","80.60202340"
"Walakanda","81294","6.02305050","80.65586580"
"Walasgala","81220","5.98284010","80.69857010"
"Waralla","81479","6.27638310","80.52439700"
"Weligama","81700","5.97303210","80.42280410"
"Wilpita","81404","5.94603270","80.55772880"
"Yatiyana","81034","6.03027130","80.60632530"
"Ayiwela","91516","7.10702560","81.25048550"
"Badalkumbura","91070","6.89559920","81.23635890"
"Baduluwela","91058","6.99340090","81.05498150"
"Bakinigahawela","91554","6.99824690","81.28508070"
"Balaharuwa","91295","6.53084900","81.06442630"
"Bibile","91500","6.86086240","81.35025410"
"Buddama","91038","7.04054500","81.48880660"
"Buttala","91100","6.75892330","81.24912980"
"Dambagalla","91050","6.94999990","81.36666710"
"Diyakobala","91514","7.15884730","81.19934040"
"Dombagahawela","91010","6.90764870","81.50941940"
"Ethimalewewa","91020","6.81115120","81.50203280"
"Ettiliwewa","91250","6.89064540","81.34544170"
"Galabedda","91008","6.91911390","81.38509100"
"Gamewela","90512","6.92464050","81.20533240"
"Hambegamuwa","91308","6.53863360","80.96301560"
"Hingurukaduwa","90508","6.82574560","81.16298410"
"Hulandawa","91004","6.85467910","81.33856630"
"Inginiyagala","91040","7.21381560","81.54318720"
"Kandaudapanguwa","91032","6.98034640","81.54148000"
"Kandawinna","91552","6.89064540","81.34544170"
"Kataragama","91400","6.41354630","81.33256790"
"Kotagama","91512","7.11098880","81.18026190"
"Kotamuduna","90506","6.89022610","81.17750590"
"Kotawehera Mankada","91312","6.64690700","80.90847550"
"Kudawewa","61226","8.56222220","80.69388890"
"Kumbukkana","91098","6.81059500","81.30066680"
"Marawa","91006","6.80900980","81.38118390"
"Mariarawa","91052","6.96837810","81.47620430"
"Medagana","91550","7.03447320","81.27600400"
"Medawelagama","90518","7.03447320","81.27600400"
"Miyanakandura","90584","6.89064540","81.34544170"
"Monaragala","91000","6.89064540","81.34544170"
"Moretuwegama","91108","6.89064540","81.34544170"
"Nakkala","91003","6.88999620","81.29843090"
"Namunukula","90580","6.87447870","81.11547030"
"Nannapurawa","91519","7.08537010","81.25931330"
"Nelliyadda","91042","7.38785580","81.41690930"
"Nilgala","91508","7.19333790","81.39639010"
"Obbegoda","91007","6.92507090","81.35408600"
"Okkampitiya","91060","6.75003500","81.30761930"
"Pangura","91002","6.97668660","81.32008930"
"Pitakumbura","91505","7.17869360","81.29312200"
"Randeniya","91204","6.80151990","81.11409120"
"Ruwalwela","91056","6.86108030","81.33918040"
"Sella Kataragama","91405","6.43732850","81.29867670"
"Siyambalagune","91202","6.89064540","81.34544170"
"Siyambalanduwa","91030","6.90646360","81.56101380"
"Suriara","91306","6.89064540","81.34544170"
"Thanamalwila","91300","6.43975480","81.13339680"
"Uva Gangodagama","91054","7.01985990","81.43339230"
"Uva Kudaoya","91298","6.53279710","81.17474980"
"Uva Pelwatta","91112","6.74473370","81.19679580"
"Warunagama","91198","6.73234260","81.13408620"
"Wedikumbura","91005","6.89559920","81.23635890"
"Weherayaya Handapanagala","91206","6.64359030","81.11825900"
"Wellawaya","91200","6.73773560","81.10305730"
"Wilaoya","91022","6.76778200","81.69721660"
"Yudaganawa","51424","6.77425080","81.23511310"
"Mullativu","42000","9.26709110","80.81424800"
"Agarapathana","22094","6.86724310","80.71217540"
"Ambatalawa","20686","7.05000000","80.66666690"
"Ambewela","22216","6.87871950","80.81355580"
"Bogawantalawa","22060","6.79723370","80.67569200"
"Bopattalawa","22095","6.80901900","80.69590130"
"Dagampitiya","20684","6.97747550","80.47436690"
"Dayagama Bazaar","22096","6.85612990","80.74742610"
"Dikoya","22050","6.87513130","80.60067720"
"Doragala","20567","6.95627300","80.78471800"
"Dunukedeniya","22002","6.99002820","80.63685390"
"Egodawela","90013","6.96448360","80.76335990"
"Ekiriya","20732","7.14825510","80.75435170"
"Elamulla","20742","7.05668610","80.76843740"
"Ginigathena","20680","6.98931710","80.49269330"
"Gonakele","22226","6.98379580","80.75815850"
"Haggala","22208","6.91868170","80.83103180"
"Halgranoya","22240","7.00678340","80.86520380"
"Hangarapitiya","22044","6.92040700","80.47255650"
"Hapugasthalawa","20668","7.05781340","80.57300840"
"Harasbedda","22262","7.06263870","80.88205350"
"Hatton","22000","6.89221530","80.59857650"
"Hewaheta","20440","7.11183660","80.76335630"
"Hitigegama","22046","6.95060760","80.45768350"
"Jangulla","90063","6.94971660","80.78910680"
"Kalaganwatta","22282","7.10063900","80.89945790"
"Kandapola","22220","7.00025120","80.81840100"
"Karandagolla","20738","7.05701940","80.90072450"
"Keerthi Bandarapura","22274","7.14589980","80.85300100"
"Kiribathkumbura","20442","7.26962890","80.57571610"
"Kotiyagala","91024","6.78550740","80.68539860"
"Kotmale","20560","7.02230890","80.59105670"
"Kottellena","22040","6.89316840","80.50216520"
"Kumbalgamuwa","22272","7.11248390","80.84608220"
"Kumbukwela","22246","7.05346520","80.88896920"
"Kurupanawela","22252","7.01672620","80.91386080"
"Labukele","20592","7.02431540","80.71909510"
"Laxapana","22034","6.92475840","80.49104700"
"Lindula","22090","6.90189800","80.67165240"
"Madulla","22256","7.01944190","80.92130100"
"Mandaram Nuwara","20744","7.04201080","80.77963130"
"Maskeliya","22070","6.83292940","80.57092560"
"Maswela","20566","7.06397370","80.63304790"
"Maturata","20748","6.99108740","80.83380120"
"Mipanawa","22254","6.97314000","80.76664000"
"Mipilimana","22214","6.93045680","80.77963130"
"Morahenagama","22036","6.94575120","80.47992730"
"Munwatta","20752","7.11578960","80.81147920"
"Nayapana Janapadaya","20568","7.06653840","80.60653300"
"Nildandahinna","22280","7.08011970","80.89173530"
"Nissanka Uyana","22075","6.94971660","80.78910680"
"Norwood","22058","6.83842070","80.61465240"
"Nuwara Eliya","22200","6.94795810","80.78851030"
"Padiyapelella","20750","7.09357490","80.79832620"
"Pallebowala","20734","7.15150470","80.73391440"
"Panvila","20830","7.40042080","80.73290790"
"Pitawala","20682","6.99836950","80.45768350"
"Pundaluoya","22120","7.01312780","80.66321030"
"Ramboda","20590","7.05654680","80.69384740"
"Rikillagaskada","20730","7.14865160","80.79071030"
"Rozella","22008","6.92768270","80.55854600"
"Rupaha","22245","7.03225930","80.90432340"
"Ruwaneliya","22212","6.94208920","80.77681290"
"Santhipura","22202","6.97894530","80.74777080"
"Talawakele","22100","6.93879140","80.66321030"
"Tawalantenna","20838","7.07068220","80.68401210"
"Teripeha","22287","7.11404420","80.91442850"
"Udamadura","22285","7.09657370","80.91662600"
"Udapussallawa","22250","7.01271230","80.91247810"
"Uva Deegalla","90062","6.94971660","80.78910680"
"Uva Uduwara","90061","6.93044210","81.05614580"
"Uvaparanagama","90230","6.94971660","80.78910680"
"Walapane","22270","7.10216630","80.86268640"
"Watawala","22010","6.94494680","80.53898340"
"Widulipura","22032","6.90940570","80.51883960"
"Wijebahukanda","22018","6.94971660","80.78910680"
"Attanakadawala","51235","7.93309540","80.87029550"
"Bakamuna","51250","7.78060200","80.81840100"
"Diyabeduma","51225","7.92974320","80.87098720"
"Elahera","51258","7.73438700","80.79347980"
"Giritale","51026","8.00235640","80.92492120"
"Hingurakdamana","51408","8.04158880","80.95323590"
"Hingurakgoda","51400","8.04158880","80.95323590"
"Jayanthipura","51024","7.94831560","81.00178270"
"Kalingaela","51002","7.94033840","81.01879840"
"Lakshauyana","51006","7.99050680","80.99953870"
"Mankemi","30442","7.94033840","81.01879840"
"Minneriya","51410","8.03867090","80.90639220"
"Onegama","51004","7.97767770","81.09202180"
"Orubendi Siyambalawa","51256","7.75360980","80.81286360"
"Palugasdamana","51046","7.96545990","81.02577630"
"Panichankemi","30444","7.94033840","81.01879840"
"Polonnaruwa","51000","7.96191410","80.99523530"
"Talpotha","51044","8.03145710","81.03401510"
"Tambala","51049","8.00939770","81.06970530"
"Unagalavehera","51008","8.01190430","80.99125140"
"Wijayabapura","51042","7.82271190","81.18569940"
"Adippala","61012","7.67343660","79.87728340"
"Alutgama","12080","7.56666700","79.90000000"
"Alutwewa","51014","7.98333300","80.40000000"
"Ambakandawila","61024","7.52756270","79.79363220"
"Anamaduwa","61500","7.87777030","80.01111560"
"Andigama","61508","7.77828890","79.94864890"
"Angunawila","61264","7.75339880","79.86048310"
"Attawilluwa","61328","7.96055990","79.88008320"
"Bangadeniya","61238","7.62805620","79.82547220"
"Baranankattuwa","61262","7.80192840","79.87168370"
"Battuluoya","61246","7.73377000","79.82407150"
"Bujjampola","61136","7.32716380","79.91647170"
"Chilaw","61000","7.56198940","79.80165690"
"Dalukana","51092","8.04079130","79.83938600"
"Dankotuwa","61130","7.29746350","79.88218810"
"Dewagala","51094","8.04079130","79.83938600"
"Dummalasuriya","60260","7.49240010","79.91087440"
"Dunkannawa","61192","7.41867940","79.91003190"
"Eluwankulama","61308","8.27308210","79.88008320"
"Ettale","61343","8.04079130","79.83938600"
"Galamuna","51416","7.46616800","79.87308370"
"Galmuruwa","61233","7.50282450","79.89967890"
"Hansayapalama","51098","8.04079130","79.83938600"
"Ihala Kottaramulla","61154","7.37820890","79.87588350"
"Ilippadeniya","61018","7.57059860","79.82687290"
"Inginimitiya","61514","7.98668480","79.95908080"
"Ismailpuram","61302","8.04079130","79.83938600"
"Jayasiripura","51246","7.57565870","80.04510950"
"Kakkapalliya","61236","7.52771560","79.82127000"
"Kalkudah","30410","8.11736840","79.71523340"
"Kalladiya","61534","7.99048070","79.89408060"
"Kandakuliya","61358","8.20374730","79.70072110"
"Karathivu","61307","8.04079130","79.83938600"
"Karawitagara","61022","7.56708100","79.84788080"
"Karuwalagaswewa","61314","8.05657590","79.95564240"
"Katuneriya","61180","7.37062070","79.83527670"
"Koswatta","61158","7.39206080","79.90126710"
"Kottantivu","61252","7.86167050","79.79044750"
"Kottapitiya","51244","7.63588320","79.81706750"
"Kottukachchiya","61532","7.94069150","79.94725020"
"Kumarakattuwa","61032","7.63411080","79.87432630"
"Kurinjanpitiya","61356","8.04079130","79.83938600"
"Kuruketiyawa","61516","8.02027780","80.05361110"
"Lunuwila","61150","7.35587820","79.87265240"
"Madampe","61230","7.49723360","79.84133190"
"Madurankuliya","61270","7.90806630","79.82127000"
"Mahakumbukkadawala","61272","7.84787790","79.88568240"
"Mahauswewa","61512","7.92412600","80.09679060"
"Mampitiya","51090","8.04079130","79.83938600"
"Mampuri","61341","8.00353730","79.74072560"
"Mangalaeliya","61266","7.85990910","79.82046190"
"Marawila","61210","7.42394280","79.83527670"
"Mudalakkuliya","61506","7.90806630","79.82127000"
"Mugunuwatawana","61014","7.58338240","79.85908300"
"Mukkutoduwawa","61274","7.91833330","79.76027780"
"Mundel","61250","7.79755870","79.80165690"
"Muttibendiwila","61195","8.04079130","79.83938600"
"Nainamadama","61120","7.31486810","79.84367960"
"Nalladarankattuwa","61244","7.66371710","79.83930340"
"Nattandiya","61190","7.41248700","79.85908300"
"Nawagattegama","61520","8.00129060","80.10379000"
"Nelumwewa","51096","8.01349020","79.87002700"
"Norachcholai","61342","8.01316760","79.72423930"
"Pallama","61040","7.68439390","79.92579690"
"Palliwasalturai","61354","8.04079130","79.83938600"
"Panirendawa","61234","7.49188440","79.88848190"
"Parakramasamudraya","51016","7.89959000","80.97052920"
"Pothuwatawana","61162","7.35854110","79.91647120"
"Puttalam","61300","8.04079130","79.83938600"
"Puttalam Cement Factory","61326","7.98782750","79.86818370"
"Rajakadaluwa","61242","7.65644900","79.83807780"
"Saliyawewa Junction","61324","8.19340770","80.09399780"
"Serukele","61042","7.72661490","79.91813320"
"Siyambalagashene","61504","8.04079130","79.83938600"
"Tabbowa","61322","8.08612210","79.92635980"
"Talawila Church","61344","8.11254360","79.70345860"
"Toduwawa","61224","7.48590270","79.80305800"
"Udappuwa","61004","7.73584470","79.79885470"
"Uridyawa","61502","8.04079130","79.83938600"
"Vanathawilluwa","61306","8.18693150","79.86118320"
"Waikkal","61110","7.28379190","79.85776340"
"Watugahamulla","61198","8.04079130","79.83938600"
"Wennappuwa","61170","7.34930370","79.83527670"
"Wijeyakatupotha","61006","7.72412290","79.86888370"
"Wilpotha","61008","7.74582630","79.88008320"
"Yodaela","51422","7.56666670","79.86666670"
"Yogiyana","61144","7.28876750","79.92626600"
"Akarella","70082","6.59053290","80.64795240"
"Amunumulla","90204","6.71459120","80.78721850"
"Atakalanpanna","70294","6.54066950","80.59105670"
"Ayagama","70024","6.63772660","80.31255370"
"Balangoda","70100","6.64252200","80.68873330"
"Batatota","70504","6.70557420","80.38473450"
"Beralapanathara","81541","6.70557420","80.38473450"
"Bogahakumbura","90354","6.86329850","80.87375390"
"Bolthumbe","70131","6.74284770","80.66875800"
"Bomluwageaina","70344","6.70557420","80.38473450"
"Bowalagama","82458","6.67928120","80.40647070"
"Bulutota","70346","6.47066510","80.61208900"
"Dambuluwana","70019","6.70183190","80.32688120"
"Daugala","70455","6.70557420","80.38473450"
"Dela","70042","6.62049340","80.45420740"
"Delwala","70046","6.51666700","80.46666700"
"Dodampe","70017","6.74794090","80.31465020"
"Doloswalakanda","70404","6.57442010","80.45060660"
"Dumbara Manana","70495","6.68239770","80.24271850"
"Eheliyagoda","70600","6.84856380","80.26001000"
"Ekamutugama","70254","6.67008500","80.39535200"
"Elapatha","70032","6.65911030","80.37004070"
"Ellagawa","70492","6.73322300","80.21481700"
"Ellaulla","70552","6.70557420","80.38473450"
"Ellawala","70606","6.80892830","80.26279730"
"Embilipitiya","70200","6.31623240","80.84331450"
"Eratna","70506","6.83500650","80.40830880"
"Erepola","70602","6.80329990","80.24607180"
"Gabbela","70156","6.51347930","80.54662290"
"Gangeyaya","70195","6.37398870","80.83777890"
"Gawaragiriya","70026","6.65040560","80.26279730"
"Gillimale","70002","6.75193930","80.42670370"
"Godakawela","70160","6.50490600","80.65211390"
"Gurubewilagama","70136","7.87305400","80.77179700"
"Halwinna","70171","6.70557420","80.38473450"
"Handagiriya","70106","6.55213540","80.78240120"
"Hatangala","70105","6.54269300","80.74005370"
"Hatarabage","70108","6.65824100","80.74914430"
"Hewanakumbura","90358","7.30570880","80.67377420"
"Hidellana","70012","6.71422580","80.38604590"
"Hiramadagama","70296","6.53431270","80.60354940"
"Horewelagoda","82456","6.72834120","80.39381100"
"Ittakanda","70342","6.40196150","80.63824130"
"Kahangama","70016","6.71312360","80.35647920"
"Kahawatta","70150","6.57553120","80.57457300"
