"name_en","postcode","latitude","longitude"
"Thambagalla","60584","7.08404840","80.00983140"
"Thimbirigaskatuwa","11532","7.13542420","79.88851020"
"Tittapattara","10664","6.91356150","80.05972130"
"Udathuthiripitiya","11054","7.08404840","80.00983140"
"Udugampola","11030","7.12635740","79.97801780"
"Uggalboda","11034","7.13248020","79.95424380"
"Urapola","11126","7.09804240","80.14499060"
"Uswetakeiyawa","11328","7.03899110","79.86608360"
"Veyangoda","11100","7.16621390","80.05586950"
"Walgammulla","11146","7.07093920","80.11773350"
"Walpita","11226","7.26126670","80.04591300"
"Walpola (WP)","11012","7.19434870","79.92766510"
"Wathurugama","11724","7.05465480","80.10097960"
"Watinapaha","11104","7.18531180","80.00038750"
"Wattala","11104","6.99066770","79.89317090"
"Weboda","11858","7.02511750","79.99130050"
"Wegowwa","11562","7.17160320","79.97462990"
"Weweldeniya","11894","7.19792850","80.15262710"
"Yakkala","11870","7.08641530","80.03351070"
"Yatiyana","11566","7.18677080","79.92605480"
"Ambalantota","82100","6.12259990","81.02375940"
"Angunakolapelessa","82220","6.16556890","80.90311720"
"Angunakolawewa","91302","6.41154880","81.08592350"
"Bandagiriya Colony","82005","6.24086040","81.14484790"
"Barawakumbuka","82110","6.22578540","80.92906850"
"Beliatta","82400","6.04815730","80.73391440"
"Beragama","82102","6.14212550","81.03181690"
"Beralihela","82618","6.32158700","81.29816730"
"Bundala","82002","6.19424870","81.18731410"
"Ellagala","82619","6.33333300","81.25000000"
"Gangulandeniya","82586","6.29562990","80.71866970"
"Getamanna","82420","6.03954990","80.68955830"
"Goda Koggalla","82401","6.18333300","81.01666700"
"Gonagamuwa Uduwila","82602","6.24723940","81.26564900"
"Gonnoruwa","82006","6.23333300","81.10000000"
"Hakuruwela","82248","6.14933330","80.83085870"
"Hambantota","82000","6.14288290","81.12123080"
"Handugala","81326","6.19032110","80.62575390"
"Hungama","82120","6.11562600","80.92906850"
"Ihala Beligalla","82412","6.15358160","81.12714900"
"Iththa Demaliya","82462","6.16784630","80.74593370"
"Julampitiya","82252","6.23552320","80.73543110"
"Kahandamodara","82126","6.06988240","80.89151100"
"Kariyamaditta","82274","6.25527330","80.81286360"
"Katuwana","82500","6.26362380","80.69094480"
"Kawantissapura","82622","6.35187120","81.31297950"
"Kirama","82550","6.20669210","80.66182340"
"Kirinda","82614","6.23523600","81.33444080"
"Lunama","82108","6.09531670","80.96776580"
"Lunugamwehera","82634","6.33835150","81.14420930"
"Magama","82608","6.20583660","81.30418000"
"Mahagalwewa","82016","6.38543820","81.03958210"
"Mamadala","82109","6.15965390","80.97467400"
"Medamulana","82254","6.18102790","80.76855080"
"Middeniya","82270","6.25135790","80.76416530"
"Meegahajandura","82014","6.15928530","81.12730130"
"Modarawana","82416","6.11736090","80.72421360"
"Mulkirigala","82242","6.10879180","80.75885410"
"Nakulugamuwa","82300","5.99543090","80.70896710"
"Netolpitiya","82135","6.06565060","80.83916280"
"Nihiluwa","82414","6.07135770","80.70629330"
"Padawkema","82636","6.14288290","81.12123080"
"Pahala Andarawewa","82008","6.29958800","81.08563270"
"Rammalawarapitiya","82554","6.22198710","80.63685390"
"Ranakeliya","82612","6.14288290","81.12123080"
"Ranmuduwewa","82018","6.34629420","81.05890600"
"Ranna","82125","6.09354290","80.86268640"
"Ratmalwala","82276","6.14288290","81.12123080"
"Ruhunu Ridiyagama","82106","6.24684360","80.98246490"
"Sooriyawewa Town","82010","6.31100250","80.99539520"
"Tangalla","82200","6.02433830","80.79407260"
"Tissamaharama","82600","6.27915380","81.28766910"
"Uda Gomadiya","82504","6.29561590","80.66933750"
"Udamattala","82638","6.29139060","81.12135710"
"Uswewa","82278","6.24206220","80.88343670"
"Vitharandeniya","82232","6.02433830","80.79407260"
"Walasmulla","82450","6.15088880","80.69371770"
"Weeraketiya","82240","6.14760810","80.76337430"
"Weerawila","82632","6.24214940","81.22920900"
"Weerawila NewTown","82615","6.24214940","81.22920900"
"Wekandawela","82246","6.14288290","81.12123080"
"Weligatta","82004","6.23857610","81.21883550"
"Yatigala","82418","6.11341960","80.69473650"
"Jaffna","40000","9.66901300","80.02695280"
"Agalawatta","12200","6.54227940","80.15750400"
"Alubomulla","12524","6.71130910","79.94585140"
"Anguruwatota","12320","6.64469710","80.07459540"
"Atale","71363","6.45000000","80.26666700"
"Baduraliya","12230","6.51712210","80.23118010"
"Bandaragama","12530","6.71440730","79.98906040"
"Batugampola","10526","6.77398170","80.13967210"
"Bellana","12224","6.52213600","80.17355650"
"Beruwala","12070","6.46320380","79.97471240"
"Bolossagama","12008","6.62305890","80.01576330"
"Bombuwala","12024","6.57540720","80.01428050"
"Boralugoda","12142","6.43471850","80.27951950"
"Bulathsinhala","12300","6.64874710","80.17913680"
"Danawala Thiniyawala","12148","6.41510400","80.32862730"
"Delmella","12304","6.67962190","80.20563820"
"Dharga Town","12090","6.44474520","80.01686020"
"Diwalakada","12308","6.57111530","80.06087530"
"Dodangoda","12020","6.55286750","80.02329230"
"Dombagoda","12416","6.64617370","80.05069810"
"Ethkandura","80458","6.23289180","80.15681340"
"Galpatha","12005","6.62914500","80.02345020"
"Gamagoda","12016","6.58394120","79.99535970"
"Gonagalpura","80502","6.58539480","79.96074000"
"Gonapola Junction","12410","6.75634030","80.01716090"
"Govinna","12310","6.67523890","80.11834880"
"Gurulubadda","12236","6.04826920","80.19603960"
"Halkandawila","12055","6.50000000","80.01666670"
"Haltota","12538","6.69425550","80.03086100"
"Halvitigala Colony","80146","6.31172200","80.36510350"
"Halwala","12118","6.42087690","80.10656460"
"Halwatura","12306","6.71759930","80.19029630"
"Handapangoda","10524","6.79056920","80.14006710"
"Hedigalla Colony","12234","6.46639100","80.28509290"
"Henegama","11715","6.48387220","80.10097960"
"Hettimulla","71210","6.45807660","79.99080060"
"Horana","12400","6.72465340","80.03994640"
"Ittapana","12116","6.43664840","80.09552300"
"Kahawala","10508","6.77942550","80.11214930"
"Kalawila Kiranthidiya","12078","6.45456930","80.01038610"
"Kalutara","12000","6.58539480","79.96074000"
"Kananwila","12418","6.75423780","80.06228150"
"Kandanagama","12428","6.71440730","79.98906040"
"Kelinkanda","12218","6.57452540","80.29345220"
"Kitulgoda","12222","6.50645020","80.17913680"
"Koholana","12007","6.61727960","79.99060150"
"Kuda Uduwa","12426","6.76620850","80.07789310"
"Labbala","60162","7.33960770","80.07846130"
"Ihalahewessa","80432","6.58539480","79.96074000"
"Induruwa","80510","6.37585110","80.00931050"
"Ingiriya","12440","6.74037690","80.16245430"
"Maggona","12060","6.50957990","79.99571700"
"Mahagama","12210","6.60352860","80.15960410"
"Mahakalupahana","12126","6.58539480","79.96074000"
"Maharangalla","71211","6.60155280","79.97532410"
"Malgalla Talangalla","80144","6.30741480","80.36607150"
"Matugama","12100","6.52194320","80.11368520"
"Meegahatenna","12130","6.43311600","80.19587550"
"Meegama","12094","6.42134980","80.06327130"
"Meegoda","10504","6.58936130","79.96366730"
"Millaniya","12412","6.68051510","80.02065500"
"Millewa","12422","6.78121050","80.07025550"
"Miwanapalana","12424","6.74338480","80.09399780"
"Molkawa","12216","6.60507010","80.23770780"
"Morapitiya","12232","6.53052660","80.27365140"
"Morontuduwa","12564","6.66234510","79.97032690"
"Nawattuduwa","12106","6.48495100","80.06382200"
"Neboda","12030","6.59165510","80.09260140"
"Padagoda","12074","6.56576860","79.98361080"
"Pahalahewessa","12144","6.58539480","79.96074000"
"Paiyagala","12050","6.51861030","79.99479560"
"Panadura","12500","6.75279940","79.89493090"
"Pannala","60160","6.56600740","79.96254190"
"Paragastota","12414","6.67287650","80.00178540"
"Paragoda","12302","6.61220740","80.22668470"
"Paraigama","12122","6.58539480","79.96074000"
"Pelanda","12214","6.58539480","79.96074000"
"Pelawatta","12138","6.40053000","80.21206180"
"Pimbura","70472","6.55867620","80.15681340"
"Pitagaldeniya","71360","7.19266780","80.30015810"
"Pokunuwita","12404","6.72886860","80.02973890"
"Poruwedanda","12432","6.73631930","80.13355590"
"Ratmale","81030","6.46117810","80.19808440"
"Remunagoda","12009","6.60790790","80.02527190"
"Talgaswela","80470","6.24410260","80.27089570"
"Tebuwana","12025","6.59227590","80.05768340"
"Uduwara","12322","6.62301950","80.06724360"
"Utumgama","12127","6.42699770","80.15123170"
"Veyangalla","12204","6.58235810","80.14736130"
"Wadduwa","12560","6.63628230","79.95284510"
"Walagedara","12112","6.44991840","80.07933420"
"Walallawita","12134","6.38055500","80.19587550"
"Waskaduwa","12580","6.62685800","79.94305370"
"Welipenna","12108","6.46819940","80.10656460"
"Weliveriya","11710","7.03134070","80.02875140"
"Welmilla Junction","12534","6.74843260","79.97148470"
"Weragala","71622","6.52935950","80.00597900"
"Yagirala","12124","6.36940910","80.16239480"
"Yatadolawatta","12104","6.52016150","80.07304910"
"Yatawara Junction","12006","6.60032430","80.03684880"
"Aludeniya","20062","7.33069300","80.56884280"
"Ambagahapelessa","20986","7.24356700","81.00644420"
"Ambagamuwa Udabulathgama","20678","7.11324900","80.61881560"
"Ambatenna","20136","7.35297890","80.61326460"
"Ampitiya","20160","7.26863590","80.66321030"
"Ankumbura","20150","7.43751890","80.56884280"
"Atabage","20574","7.13773260","80.61106310"
"Balana","20308","7.27224530","80.48822660"
"Bambaragahaela","20644","7.28914610","80.76075890"
"Batagolladeniya","20154","7.41501070","80.57856210"
"Batugoda","20132","7.36568320","80.60543550"
"Batumulla","20966","7.26447420","80.98434460"
"Bawlana","20218","7.20982270","80.72005570"
"Bopana","20932","7.30682480","80.90003310"
"Danture","20465","7.28209570","80.54106700"
"Dedunupitiya","20068","7.32662400","80.43960600"
"Dekinda","20658","7.01611380","80.51667090"
"Deltota","20430","7.17267450","80.70157100"
"Divulankadawala","51428","8.11175760","80.92906850"
"Dolapihilla","20126","7.39500360","80.57995050"
"Dolosbage","20510","7.08608120","80.46046430"
"Dunuwila","20824","7.37907490","80.64795240"
"Etulgama","20202","7.25143540","80.66452750"
"Galaboda","20664","6.98119520","80.52717560"
"Galagedara","20100","7.36996830","80.53273240"
"Galaha","20420","7.19684440","80.67153170"
"Galhinna","20152","7.41602200","80.56328840"
"Gampola","20500","7.12677700","80.56467700"
"Gelioya","20620","7.21531510","80.59799730"
"Godamunna","20214","7.22808190","80.70064960"
"Gomagoda","20184","7.30505700","80.61881560"
"Gonagantenna","20712","7.29057150","80.63372620"
"Gonawalapatana","20656","7.29057150","80.63372620"
"Gunnepana","20270","7.32286100","80.65913260"
"Gurudeniya","20189","7.26311390","80.71816510"
"Hakmana","81300","7.31433950","80.80416350"
"Handaganawa","20984","7.26730780","80.99263270"
"Handawalapitiya","20438","7.04470080","80.51606080"
"Handessa","20480","7.23030520","80.58203300"
"Hanguranketha","20710","7.29057150","80.63372620"
"Harangalagama","20669","7.29057150","80.63372620"
"Hataraliyadda","20060","7.33688600","80.47181430"
"Hindagala","20414","7.23674630","80.60354940"
"Hondiyadeniya","20524","7.32102140","80.61584050"
"Hunnasgiriya","20948","7.29917070","80.85161730"
"Inguruwatta","60064","7.17678210","80.60216140"
"Jambugahapitiya","20822","7.35952440","80.63893500"
"Kadugannawa","20300","7.25497250","80.51883960"
"Kahataliyadda","20924","7.33577980","80.47115370"
"Kalugala","20926","7.38690830","80.89726730"
"Kandy","20000","7.27974620","80.62020330"
"Kapuliyadde","20206","7.23911780","80.71072330"
"Katugastota","20800","7.33599030","80.62140050"
"Katukitula","20588","7.08155280","80.66794850"
"Kelanigama","20688","6.97648370","80.48151140"
"Kengalla","20186","7.29253660","80.72282770"
"Ketaboola","20660","7.01016490","80.58962260"
"Ketakumbura","20306","7.28327560","80.66182340"
"Kobonila","20928","7.29057150","80.63372620"
"Kolabissa","20212","7.16928430","80.73246460"
"Kolongoda","20971","7.47215410","80.94565530"
"Kulugammana","20048","7.31827420","80.59585190"
"Kumbukkandura","20902","7.30459410","80.74214100"
"Kumburegama","20086","7.35091190","80.54776870"
"Kundasale","20168","7.28219950","80.69427580"
"Leemagahakotuwa","20482","7.21536260","80.57105550"
"Ihala Kobbekaduwa","20042","7.31288880","80.56027950"
"Lunugama","11062","7.19830890","80.58064470"
"Lunuketiya Maditta","20172","7.29057150","80.63372620"
"Madawala Bazaar","20260","7.32755930","80.67430530"
"Madawalalanda","32016","7.18419030","81.67472950"
"Madugalla","20938","7.25845310","80.88343670"
"Madulkele","20840","7.39292340","80.72389960"
"Mahadoraliyadda","20945","7.33577980","80.47115370"
"Mahamedagama","20216","7.22160320","80.71412800"
"Mahanagapura","32018","6.32520790","81.21057130"
"Mailapitiya","20702","7.22779430","80.75192720"
"Makkanigama","20828","7.34551600","80.70342220"
"Makuldeniya","20921","7.34041540","80.77963130"
"Mangalagama","32069","7.29214700","80.63451000"
"Mapakanda","20662","7.23017010","80.60771320"
"Marassana","20210","7.20636030","80.74638520"
"Marymount Colony","20714","7.29057150","80.63372620"
"Mawatura","20564","7.08809270","80.57328790"
"Medamahanuwara","20940","7.28645840","80.81701670"
"Medawala Harispattuwa","20120","7.35750070","80.57439690"
"Meetalawa","20512","7.13712680","80.52600060"
"Megoda Kalugamuwa","20409","7.20719150","80.60907330"
"Menikdiwela","20470","7.14489710","80.53838360"
"Menikhinna","20170","7.31745810","80.70203590"
"Mimure","20923","7.43264530","80.84608220"
"Minigamuwa","20109","7.34132310","80.50355480"
"Minipe","20983","7.22745230","81.00091990"
"Moragahapallama","32012","7.30269050","80.62927990"
"Murutalawa","20232","7.29867830","80.56884280"
"Muruthagahamulla","20526","7.20709420","80.58689210"
"Nanuoya","22150","6.94031580","80.74084290"
"Naranpanawa","20176","7.34413090","80.73322160"
"Narawelpita","81302","7.29057150","80.63372620"
"Nawalapitiya","20650","7.04470080","80.51606080"
"Nawathispane","20670","7.03981720","80.60385780"
"Nillambe","20418","7.19950170","80.61300540"
"Nugaliyadda","20204","7.23754640","80.69561280"
"Ovilikanda","21020","7.45254660","80.58411550"
"Pallekotuwa","20084","6.02501430","80.21804080"
"Panwilatenna","20544","7.15582330","80.63193290"
"Paradeka","20578","7.12389050","80.61881560"
"Pasbage","20654","7.00785470","80.53273240"
"Pattitalawa","20511","7.11224550","80.47228170"
"Peradeniya","20400","7.26986530","80.59383300"
"Pilimatalawa","20450","7.25884400","80.54025890"
"Poholiyadda","20106","7.24902840","80.65061490"
"Pubbiliya","21502","7.38628780","80.48409740"
"Pupuressa","20546","7.14358860","80.67153170"
"Pussellawa","20580","7.11098270","80.63824130"
"Putuhapuwa","20906","7.33592530","80.75608340"
"Rajawella","20180","7.29635490","80.73010350"
"Rambukpitiya","20676","8.56611110","80.22638890"
"Rambukwella","20128","7.29100470","80.77824630"
"Rangala","20922","7.32297530","80.77547630"
"Rantembe","20990","7.19960590","80.94962880"
"Sangarajapura","20044","7.32172700","80.51825350"
"Senarathwela","20904","7.28271720","80.76439520"
"Talatuoya","20200","7.24776190","80.68539860"
"Teldeniya","20900","7.31538190","80.74493090"
"Tennekumbura","20166","7.28327560","80.66182340"
"Uda Peradeniya","20404","7.26399420","80.60384950"
"Udahentenna","20506","7.09592590","80.52279280"
"Udatalawinna","20802","7.34174960","80.65072680"
"Udispattuwa","20916","7.31415770","80.78482470"
"Ududumbara","20950","7.31438630","80.87790380"
"Uduwahinna","20934","7.29057150","80.63372620"
"Uduwela","20164","7.26257160","80.63300950"
"Ulapane","20562","7.09876450","80.56051110"
"Unuwinna","20708","7.20522760","80.76879140"
"Velamboda","20640","7.20096370","80.54801180"
"Watagoda","22110","7.39523860","80.59105670"
"Watagoda Harispattuwa","20134","7.39523860","80.59105670"
"Wattappola","20454","7.23411760","80.54106700"
"Weligampola","20666","7.04210070","80.51883960"
"Wendaruwa","20914","7.26511460","80.81701670"
"Weragantota","20982","7.32991440","80.98572600"
"Werapitya","20908","7.36454780","80.75138200"
"Werellagama","20080","7.31577890","80.57950500"
"Wettawa","20108","7.36437410","80.51160780"
"Yahalatenna","20234","7.31478000","80.57109060"
"Yatihalagala","20034","7.29440420","80.59672060"
"Alawala","11122","7.19813610","80.28648620"
"Alawatura","71204","7.13333300","80.33333300"
"Alawwa","60280","7.29543020","80.23662610"
"Algama","71607","7.15632470","80.16588300"
"Alutnuwara","71508","6.68614570","80.74638520"
"Ambalakanda","71546","7.13767300","80.44795000"
"Ambulugala","71503","7.23676530","80.41317800"
"Amitirigala","71320","7.02988480","80.18471670"
"Ampagala","71232","7.07990050","80.29066590"
"Anhandiya","60074","7.46171720","80.48201240"
"Anhettigama","71403","6.92425410","80.37703340"
"Aranayaka","71540","7.14966510","80.46498290"
"Aruggammana","71041","7.11624740","80.30955840"
"Batuwita","71321","6.74623400","80.03952050"
"Beligala(Sab)","71044","7.27845860","80.29096310"
"Belihuloya","70140","6.71459120","80.78721850"
"Berannawa","71706","7.06627550","80.40204800"
"Bopitiya","60155","7.32012270","80.07863590"
"Bopitiya (SAB)","71612","7.16826830","80.19587550"
"Boralankada","71418","6.97734990","80.33802130"
"Bossella","71208","7.14727070","80.39787380"
"Bulathkohupitiya","71230","7.10452810","80.33604700"
"Damunupola","71034","7.19251700","80.33523640"
"Debathgama","71037","7.17830540","80.41874250"
"Dedugala","71237","7.09556450","80.40483060"
"Deewala Pallegama","71022","7.17292530","80.36220460"
"Dehiowita","71400","6.96389480","80.26419100"
"Deldeniya","71009","7.28230050","80.36168900"
"Deloluwa","71401","7.25133170","80.34637540"
"Deraniyagala","71430","6.93491980","80.33802130"
"Dewalegama","71050","7.27737960","80.31852520"
"Dewanagala","71527","7.21804520","80.47297680"
"Dombemada","71115","7.38409630","80.35124820"
"Dorawaka","71601","7.18910810","80.22426240"
"Dunumala","71605","7.14735240","80.21261090"
"Galapitamada","71603","7.13934840","80.23474530"
"Galatara","71505","7.25133170","80.34637540"
"Galigamuwa Town","71350","7.23594070","80.31156120"
"Gallella","70062","6.70779850","80.49660620"
"Galpatha(Sab)","71312","7.05310740","80.27951950"
"Gantuna","71222","7.12746820","80.40483060"
"Getahetta","70620","6.90584960","80.22663120"
"Godagampola","70556","6.88097930","80.31729520"
"Gonagala","71318","7.01811020","80.20935370"
"Hakahinna","71352","7.20704970","80.30170420"
"Hakbellawaka","71715","6.99455040","80.32443620"
"Halloluwa","20032","7.30186820","80.59383300"
"Hedunuwewa","22024","7.05677800","80.65350110"
"Hemmatagama","71530","7.17336010","80.50077550"
"Hewadiwela","71108","7.37067080","80.37839160"
"Hingula","71520","7.24791280","80.46811100"
"Hinguralakanda","71417","6.91323470","80.27830300"
"Hingurana","32010","7.22691760","81.67472950"
"Hiriwadunna","71014","7.28745490","80.38465420"
"Ihala Walpola","80134","7.34849750","80.40204800"
"Ihalagama","70144","7.22236400","80.27724350"
"Imbulana","71313","7.07241270","80.25025350"
"Imbulgasdeniya","71055","7.30986000","80.31835110"
"Kabagamuwa","71202","7.13641300","80.33976180"
"Kahapathwala","60062","7.39388200","80.46463530"
"Kandaketya","90020","7.25081670","80.37145700"
"Kannattota","71372","7.09472260","80.28228110"
"Karagahinna","21014","7.20704970","80.30170420"
"Kegalle","71000","7.25133170","80.34637540"
"Kehelpannala","71533","7.16660300","80.51924500"
"Ketawala Leula","20198","7.26166000","80.68054550"
"Kitulgala","71720","6.98978450","80.42708850"
"Kondeniya","71501","7.27205560","80.38117510"
"Kotiyakumbura","71370","7.12434010","80.28718280"
"Lewangama","71315","7.10743580","80.24216720"
"Mahabage","71722","7.02209340","80.44934050"
"Makehelwala","71507","7.28193860","80.47019640"
"Malalpola","71704","7.05166920","80.33802130"
"Maldeniya","22021","6.93595660","80.27603180"
"Maliboda","71411","6.89059220","80.43960600"
"Maliyadda","90022","6.90051230","79.86842270"
"Malmaduwa","71325","7.13677730","80.27812620"
"Marapana","70041","6.65895580","80.42987040"
"Mawanella","71500","7.23103050","80.47767140"
"Meetanwala","60066","7.25133170","80.34637540"
"Migastenna Sabara","71716","7.25227040","80.33963850"
"Miyanawita","71432","6.88613020","80.36178500"
"Molagoda","71016","7.25979540","80.39884800"
"Morontota","71220","7.17571880","80.35890490"
"Narangala","90064","7.17394400","80.43436400"
"Narangoda","60152","7.19701280","80.29623850"
"Nattarampotha","20194","7.28083760","80.67291850"
"Nelundeniya","71060","7.23084430","80.26001000"
"Niyadurupola","71602","7.16751890","80.21840250"
"Noori","71407","6.94485410","80.40274360"
"Pannila","12114","6.86839660","80.32409600"
"Pattampitiya","71130","7.31182390","80.43534990"
"Pilawala","20196","7.30149520","80.38674170"
"Pothukoladeniya","71039","7.16747710","80.31504330"
"Puswelitenna","60072","7.25081670","80.37145700"
"Rambukkana","71100","7.27922720","80.38338030"
"Rilpola","90026","6.95461930","81.06456800"
"Rukmale","11129","6.85246830","79.98034150"
"Ruwanwella","71300","7.04587350","80.25370630"
"Samanalawewa","70142","6.67500500","80.78655580"
"Seaforth Colony","71708","7.25133170","80.34637540"
"Colombo 2","00200","6.91993310","79.85402740"
"Spring Valley","90028","7.25133170","80.34637540"
"Talgaspitiya","71541","7.17379560","80.47655430"
"Teligama","71724","7.25133170","80.34637540"
"Tholangamuwa","71619","7.23781070","80.23554680"
"Thotawella","71106","7.23639400","80.31495500"
"Udaha Hawupe","70154","7.25133170","80.34637540"
"Udapotha","71236","7.09758690","80.37421630"
"Uduwa","20052","7.10856680","80.39091640"
"Undugoda","71200","7.13977700","80.35751280"
"Ussapitiya","71510","7.21616020","80.44655940"
"Wahakula","71303","7.06751980","80.20703280"
"Waharaka","71304","7.07946370","80.19883930"
"Wanaluwewa","11068","7.25133170","80.34637540"
"Warakapola","71600","7.22680330","80.19587550"
"Watura","71035","7.25133170","80.34637540"
"Weeoya","71702","7.06322130","80.33571390"
"Wegalla","71234","7.25133170","80.34637540"
"Weligalla","20610","7.18887650","80.59140380"
"Welihelatenna","71712","7.28311710","80.38454330"
"Wewelwatta","70066","6.70526590","80.47610540"
"Yatagama","71116","7.33010560","80.35784920"
"Yatapana","71326","7.13158740","80.30756390"
"Yatiyantota","71700","7.02888240","80.29554190"
"Yattogoda","71029","7.24433740","80.26837180"
"Kandavalai","42508","9.40909980","80.52186610"
"Karachchi",NULL,"9.38352270","80.40840650"
"Kilinochchi","42400","9.38028860","80.37699990"
"Pachchilaipalli","42550","9.56732280","80.38813330"
"Poonakary","42600","9.50331090","80.21121640"
"Akurana","20850","7.36889590","80.61312250"
"Alahengama","60416","7.48176950","80.36088760"
"Alahitiyawa","60182","7.46205090","80.04371230"
"Ambakote","60036","7.49394280","80.45768350"
"Ambanpola","60650","7.91811440","80.24049590"
"Andiyagala","50112","7.46666710","80.13333290"
"Anukkane","60214","7.50258040","80.12331750"
"Aragoda","60308","7.36467220","80.34776760"
"Ataragalla","60706","7.91804160","80.29484530"
"Awulegama","60462","7.48176950","80.36088760"
"Balalla","60604","7.80709260","80.25426980"
"Bamunukotuwa","60347","7.57088740","80.24746570"
"Bandara Koswatta","60424","7.61207120","80.17495160"
"Bingiriya","60450","7.59822340","79.93721900"
"Bogamulla","60107","7.45722470","80.16797990"
"Boraluwewa","60437","7.68506230","80.04476020"
"Boyagane","60027","7.44999300","80.34219840"
"Bujjomuwa","60291","7.27361380","80.20563820"
"Buluwala","60076","7.48041800","80.47330290"
"Dadayamtalawa","32046","7.48176950","80.36088760"
"Dambadeniya","60130","7.36971470","80.15123170"
"Daraluwa","60174","7.35531880","79.98361080"
"Deegalla","60228","7.51124380","80.03393120"
"Demataluwa","60024","7.51786650","80.28797560"
"Demuwatha","70332","7.48684730","80.36514920"
"Diddeniya","60544","7.69904850","80.46050360"
"Digannewa","60485","7.89331550","80.10097960"
"Divullegoda","60472","7.76266490","80.20163350"
"Diyasenpura","51504","8.13236550","81.02059850"
"Dodangaslanda","60530","7.57567740","80.52439700"
"Doluwa","20532","7.62156470","80.41874250"
"Doragamuwa","20816","7.36589550","80.65627530"
"Doratiyawa","60013","7.45346260","80.39404730"
"Dunumadalawa","50214","7.28090960","80.64222390"
"Dunuwilapitiya","21538","7.48176950","80.36088760"
"Ehetuwewa","60716","7.93567610","80.34618760"
"Elibichchiya","60156","7.31429910","80.05628640"
"Embogama","60718","7.82330090","80.32409600"
"Etungahakotuwa","60266","7.51223530","79.96770490"
"Galadivulwewa","50210","7.48176950","80.36088760"
"Galgamuwa","60700","7.98649440","80.28787940"
"Gallellagama","20095","7.48176950","80.36088760"
"Gallewa","60712","7.88701170","80.06187430"
"Ganegoda","80440","7.63326800","80.46324500"
"Girathalana","60752","8.03476110","80.41037760"
"Gokaralla","60522","7.59886850","80.48270740"
"Gonawila","60170","7.39880630","80.20005960"
"Halmillawewa","60441","7.77075630","80.49382670"
"Handungamuwa","21536","7.48176950","80.36088760"
"Harankahawa","20092","7.48176950","80.36088760"
"Helamada","71046","7.48176950","80.36088760"
"Hengamuwa","60414","7.70035780","80.11214930"
"Hettipola","60430","7.53311240","80.91524340"
"Hewainna","10714","6.89755820","80.19587550"
"Hilogama","60486","7.48176950","80.36088760"
"Hindagolla","60034","7.48667050","80.41607830"
"Hiriyala Lenawa","60546","7.63887370","80.47436690"
"Hiruwalpola","60458","7.54778030","79.93745820"
"Horambawa","60181","7.45722470","80.16797990"
"Hulogedara","60474","7.78954430","80.19081820"
"Hulugalla","60477","7.59243750","80.57995310"
"Ihala Gomugomuwa","60211","7.47038950","80.04532310"
"Ihala Katugampala","60135","7.39470370","80.09875050"
"Indulgodakanda","60016","7.42336680","80.40761320"
"Ithanawatta","60025","7.48176950","80.36088760"
"Kadigawa","60492","7.71919830","80.00071420"
"Kalankuttiya","50174","7.48684730","80.36514920"
"Kalatuwawa","10718","6.85000000","80.20000000"
"Kalugamuwa","60096","7.39215900","80.44655940"
"Kanadeniyawala","60054","7.43813990","80.53393440"
"Kanattewewa","60422","7.61852160","80.20703290"
"Kandegedara","90070","7.35295450","80.20773000"
"Karagahagedara","60106","7.47785930","80.21261090"
"Karambe","60602","7.80756910","80.34080610"
"Katiyawa","50261","7.62687380","80.55012180"
"Katupota","60350","7.55053450","80.19086420"
"Kawudulla","51414","8.16101810","80.91386260"
"Kawuduluwewa Stagell","51514","7.48176950","80.36088760"
"Kekunagolla","60183","7.49836470","80.17355650"
"Keppitiwalana","60288","7.32257710","80.19029630"
"Kimbulwanaoya","60548","7.48176950","80.36088760"
"Kirimetiyawa","60184","7.51234310","80.14146270"
"Kirindawa","60212","7.49673230","80.10097960"
"Kirindigalla","60502","7.55328810","80.47992730"
"Kithalawa","60188","7.45933590","80.10097960"
"Kitulwala","11242","7.50632780","80.53551070"
"Kobeigane","60410","7.66057680","80.12661590"
"Kohilagedara","60028","7.40586090","80.33853900"
"Konwewa","60630","7.98498420","80.28091290"
"Kosdeniya","60356","7.57260270","80.14564960"
"Kosgolla","60029","7.40101800","80.39300370"
"Kotagala","22080","6.92968060","80.60493740"
"Colombo 13","01300","6.94876640","79.86048310"
"Kotawehera","60483","7.80900070","80.07797730"
"Kudagalgamuwa","60003","7.55700800","80.34498310"
"Kudakatnoruwa","60754","7.48176950","80.36088760"
"Kuliyapitiya","60200","7.47212300","80.04462210"
"Kumaragama","51412","7.48176950","80.36088760"
"Kumbukgeta","60508","7.67242180","80.41596030"
"Kumbukwewa","60506","7.64050560","80.42708850"
"Kuratihena","60438","7.48176950","80.36088760"
"Kurunegala","60000","7.49483690","80.37838420"
"Ibbagamuwa","60500","7.55541010","80.45644300"
"Ihala Kadigamuwa","60238","7.44155470","80.02275140"
"Lihiriyagama","61138","7.34755590","79.93466030"
"Illagolla","20724","7.16736970","80.81733640"
"Ilukhena","60232","7.53042710","80.00225670"
"Lonahettiya","60108","7.51154710","80.22516030"
"Madahapola","60552","7.45051990","80.19433970"
"Madakumburumulla","60209","7.44626040","79.99479560"
"Madalagama","70158","7.34316800","80.30947190"
"Madawala Ulpotha","21074","7.61559830","80.63546650"
